Date,Message,Profile,Network,Like,comment,Shares,interaction rate,Message-ID,Profile-ID,Link
10/15/2025,"Tradiționalul Hassan, membru de bază al interviurilor marca DIVERTIS. Silviu Petcu, mereu pregătit pentru orice întrebare! ?? Tot podcastul  e în link-ul de mai jos! ??

https://m.youtube.com/@HoriaBrenciu/videos

AQUA Carpatica
Domeniile Sâmburești",HORIA BRENCIU,FACEBOOK,13376,261,17881,1.21%,227620527434_1370538561100308,2.27621E+11,https://www.facebook.com/reel/1170726041639130/
10/24/2025,"Bất ngờ ghê
----------
Nguồn: Aqua Media
Tất cả nội dung trong video được trích từ phim Hoa Sơn Cước và chỉ mang mục đích giải trí.
Bản quyền được quản lý và bảo vệ bởi WeNew.
#WeNew #wenewhcm #SpeedCouple #hoasoncuoc #AquaMedia #NWT #AQUA",Speed Couple,FACEBOOK,17347,128,17738,1.71%,104770681215111_1393489196111359,1.04771E+14,https://www.facebook.com/reel/1368319645012569/
10/1/2025,"When it came time for her quinceañera, a teen with rare cancer chose a special dress that honored her fearless spirit — and her future.

Aylin, a current St. Jude Children’s Research Hospital in Memphis patient who asks that her last name not be used for privacy reasons, donned an aqua gown, while her radiation oncologist gifted her a shark pin to wear.

“I want to be a marine biologist and I wanted my dress to reflect that,” she tells PEOPLE. Tap the link in our bio to read the full story. | ??: St. Jude Children’s Research Hospital",People Magazine,INSTAGRAM,17531,197,17728,0.12%,1.80771E+16,28759374,https://www.instagram.com/p/DPQBXS9jgz5/
10/4/2025,"#BbuzzzFinds : Mumbai’s one of the first ever aqua sound healing experiences??‍♀️✨
Also , correction , the first one was started by thefitcorporate ( you can dm her to book as well ) 

This is at ??St. Regis in Mumbai 
Upcoming dates : 
5th and 26th October 
2nd and 30th November

For bookings : +91 22 7162 8114 | +91 70451 22174

Make plans now !!
And follow bbuzzz08 for more such experiences in mumbai ??",Bombay Buzzz (Griva Jain ) - Travel & Experiences,INSTAGRAM,14928,1236,16164,3.36%,1.80217E+16,5332313575,https://www.instagram.com/reel/DPX_Vn3CIzC/
10/9/2025,"The entire 33.5-km stretch of Mumbai Metro Line-3 between Cuffe Parade and Aarey JVLR became operational on Thursday (October 9, 2025) morning, a day after Prime Minister Narendra Modi inaugurated the corridor's final phase, officials said.

The full-length operation of the corridor, known as Aqua Line, started with the departure of the first trains from both the terminals at 5.55 a.m., an official from the Mumbai Metro Rail Corporation (MMRC) said.

?? emmanual_09 

#mumbai #mumbaimetro #mumbaiaqualine",The Hindu,INSTAGRAM,15410,39,15449,0.42%,1.83415E+16,1326018790,https://www.instagram.com/p/DPmKYyYkqew/
10/15/2025,"Dressed in aqua hues, showing up with gratitude and grace ?? Honoured, humbled & thankful for this moment.. And best part about photoshoots these days is my Liu & Diu being around me watching me in awe ????
Outfit : victoriaventura.co 
.
.
.
 navbharat.initiative
enavabharat
navarashtra
bubblecommunication",Debinna Bonnerjee,INSTAGRAM,15313,74,15387,0.56%,1.80648E+16,1144965370,https://www.instagram.com/p/DP1ZBpcDL0I/
10/16/2025,"The beauty of Live Aqua Cancún doesn’t fade with daylight — it glows differently at night ?? 
Plan your next evening under the stars: https://bit.ly/3XEhgML #AquaLover",Live Aqua Beach Resort Cancun,FACEBOOK,14192,85,15286,12.09%,138457552871898_1240215924801108,1.38458E+14,https://www.facebook.com/599451465544227/posts/1240215924801108
10/23/2025,"มีผิวใส พร้อมไปเดตขนาดนี้ เพราะ SENKA ดูแลผิวครบทั้งทำความสะอาดและบำรุงผิว
 
✨️SENKA Perfect Whip Collagen in วิปโฟมคอลลาเจน ฟองละเอียด แน่นนุ่ม ให้ผิวสะอาดใส นุ่มเด้ง
✨️SENKA aqua bright glow gel cream ไบรท์เทนนิ่งเจลครีม สดชื่น เบาสบาย ให้ผิวฉ่ำไบรท์ 
✨️SENKA deep moist gel cream เจลครีมฉ่ำน้ำ บูส ๆ ผิวฉ่ำเนียนนุ่ม
????อยากเจอกัน ต้องมาร่วมสนุกกับ SENKA DREAM DATE by FOAMY 
แค่ทำตามกติกาตามนี้เลย ชอปผลิตภัณฑ์ SENKA ที่ร่วมรายการครบ 200 บาท ก็ได้รับ 1 สิทธิ์ลุ้นมาเจอกันแล้ว 
ป๋อรอทุกคนอยู่นะครับ พิเศษมากงานนี้ไม่ได้เจอแค่ DEXX มี Tle-Firstone ด้วย รับรองฟินแน่นอน มาเจอกันนะครับบบ

ร่วมสนุกได้ตั้งแต่วันที่ 6 ต.ค 2568 ถึง 9 พ.ย. 2568 นี้ ยิ่งชอปเยอะ ยิ่งได้สิทธิ์ลุ้นมาเจอกันเยอะนะ

ใครอยากได้พวงกุญแจน้องโฟมมี่ คิ้วท์ ๆ สื่อรักแบบนี้ ต้องที่บูธเซนกะเท่านั้น

ติดตามกติกาและรายละเอียดกิจกรรมแบบเต็มๆ ตามได้ที่ Facebook: SENKA Thailand

#SENKAThailand #SENKAFoamyDateนี้มีแต่ฟิน #SENKAxTleFirstone #SENKAxDEXX #DEXXth #Porsuppakarn #POR_DEXX",Por,INSTAGRAM,14237,64,14301,1.80%,1.81181E+16,1709150975,https://www.instagram.com/p/DQJlPh4CbF_/
10/19/2025,"Nirmala neeru, aarogya jeevana ?? — aquaklineindia your trusted water partner!

Call ☎️ 7022388288,7795337262

#Prajnadhanuachar #dhanuachar #aquakline #waterpurifier #aqua #health #copper #homeappliance #uv #ro #dp #viral 
#healthywater #cleanwater #safedrinkigwater #reelpromotion #brandreel #swachhjal #stayhydrated",Prajna Acharya,INSTAGRAM,14183,6,14189,7.86%,1.81604E+16,8220892388,https://www.instagram.com/reel/DP_WGrvE0Kh/
10/23/2025,"มาเดตกันน๊า ???? ตี๋ตี๋ดูแลผิวก่อนเดตด้วยเซตคู่ใจจาก SENKA
??SENKA Perfect Whip วิปโฟมหนาแน่นนุ่ม บูสผิวสะอาดใสชุ่มชื่นอย่างอ่อนโยน
??SENKA aqua bright glow gel cream ไบรท์เทนนิ่งเจลครีม เนื้อเจลสดชื่น เบาบาง ผิวโกลว์ไบรท์

แล้วมาเดตกับตี๋ตี๋และ DEXX ที่งาน SENKA DREAM DATE by FOAMY บอกเลยว่างานนี้มี Tle-Firstone ด้วย ฟินแน่นอน
กติการ่วมสนุกง่ายมาก ๆ ชอปผลิตภัณฑ์ SENKA ที่ร่วมรายการครบ 200 บาท ก็ได้รับ 1 สิทธิ์ลุ้นมาเจอกันแล้ว
ร่วมสนุกได้ตั้งแต่วันที่ 6 ต.ค 2568 ถึง 9 พ.ย. 2568 นี้ 
ยิ่งชอปยิ่งได้สิทธิ์ลุ้นมาเจอกันเยอะขึ้นน๊า

ส่วนใครอยากได้น้องโฟมมี่ Keychain สื่อรักแบบนี้ต้องจัดที่บูธเซนกะเท่านั้น
ติดตามกติกาและรายละเอียดกิจกรรมแบบเต็ม ๆ 
ได้ที่ Facebook: SENKA Thailand

ตี๋ตี๋รอเจอทุกคนน้า มาเลือกคู่เดตในฝันด้วยน้า ~

#SENKAThailand #SENKAFoamyDateนี้มีแต่ฟิน #SENKAxTleFirstone #SENKAxDEXX #DEXXth #twnpich #TEETEE_DEXX",teetee,INSTAGRAM,14124,37,14161,2.13%,1.79218E+16,6258433846,https://www.instagram.com/p/DQJj1XDElVC/
10/23/2025,"Simak iklan Aqua dengan slogan :

1. 100% alami.
2. Berasal dari gunung-gunung terpilih.
3. Aqua disaring oleh lapisan bebatuan pelindung tanpa proses rekayasa.
4. Aqua mengandung mineral alami tanpa zat berbahaya.
5. Aqua terasa dingin tanpa didinginkan.",SUBANG INFO,INSTAGRAM,12082,1992,14074,9.78%,1.81185E+16,9890672501,https://www.instagram.com/reel/DQIcv9rgT1h/
10/23/2025,"PT Tirta Investama, produsen Aqua, memberikan klarifikasi resmi terkait kunjungan Gubernur Jawa Barat Dedi Mulyadi ke pabrik mereka di Subang, Jawa Barat. 

Klarifikasi ini bertujuan untuk menjawab berbagai isu yang muncul di media sosial, termasuk klaim bahwa Aqua menggunakan air dari sumur bor biasa, bukan dari sumber air pegunungan. 

Aqua menegaskan sumber air yang digunakan bukan berasal dari sumur bor biasa, melainkan dari akuifer dalam lapisan air tanah alami yang terbentuk di sistem hidrogeologi pegunungan.

""Tidak benar. AQUA menggunakan air dari akuifer dalam yang merupakan bagian dari sistem hidrogeologi pegunungan. Air ini terlindungi secara alami dan telah melalui proses seleksi serta kajian ilmiah oleh para ahli dari UGM dan Unpad. Sebagian titik sumber bahkan bersifat self-flowing atau mengalir secara alami,"" jelas Aqua dalam keterangan resminya.

Aqua memastikan bahwa sumber air yang mereka ambil dari akuifer dalam tidak berdampak pada sumber air yang digunakan masyarakat. 

Pengambilan air dilakukan sesuai izin resmi dan diawasi oleh Badan Geologi Kementerian ESDM serta pemerintah daerah. Aqua juga memiliki Kebijakan Perlindungan Air Tanah Dalam. 

Terkait potensi longsor, perusahaan menjelaskan bahwa proses pengambilan air diawasi secara ketat dan berdasarkan kajian dengan UGM, sehingga tidak menimbulkan pergeseran tanah atau longsor.

""Berdasarkan kajian bersama UGM, pengambilan air dilakukan secara terkendali dan tidak menyebabkan pergeseran tanah maupun longsor,"" tegas Danone-Aqua.

Via Danone-AQUA",Trendingbuzz,INSTAGRAM,11252,2694,13946,5.59%,1.80787E+16,39258075527,https://www.instagram.com/p/DQIzuE1AaBh/
10/3/2025,"GIVEAWAY time????

Coba, ada yang bisa tebak gak berapa lama waktu buat bersihin noda di boneka? Ada hadiah senilai total Rp500 ribu untuk 5 orang beruntung yang jawabannya benar lho! (Psst.. kalau tau fitur yang membantu menghilangkan nodanya sih lebih bagus!)

Cara ikutannya:
1. Like & Follow Facebook AQUA Elektronik
2. Tulis jawabanmu di kolom komentar dan tag 3 teman kamu

Yuk, ikutan sekarang! Periode berlaku sampai tanggal 10 Oktober 2025.

#AQUAElektronik #AQUASmartHome #GlobalNo1",AQUA Elektronik,FACEBOOK,11688,1470,13610,1.08%,1775478846005138_1128155129428770,1.77548E+15,https://www.facebook.com/590592449851710/posts/1128155129428770
10/22/2025,"Gubernur Jawa Barat, Dedi Mulyadi, melakukan inspeksi mendadak (sidak) ke pabrik Aqua di Subang pada Senin, 20 Oktober 2025. Kunjungan ini bertujuan untuk memastikan klaim perusahaan tentang sumber air mineral yang dipasarkan sebagai air pegunungan. Namun, fakta yang ditemukan cukup mengejutkan.

Saat meninjau lokasi pabrik dan proses pengambilan air, Dedi Mulyadi menemukan bahwa sumber air Aqua bukan berasal dari pegunungan seperti klaim iklan. Air tersebut justru diperoleh dari sumur bor dengan kedalaman 100 hingga 130 meter. Hal ini berbeda jauh dengan persepsi publik yang selama ini meyakini air mineral tersebut murni dari mata air pegunungan alami.

“Ini fakta yang harus diketahui masyarakat. Selama ini kita percaya air pegunungan, tapi ternyata berasal dari sumur bor. Ini menjadi perhatian kita, terutama soal dampak lingkungan,” ungkap Dedi Mulyadi dalam keterangannya di lokasi.

Dedi menyoroti potensi risiko lingkungan dari pengambilan air tanah dalam secara masif. Selain meningkatkan risiko longsor, hal ini juga bisa menimbulkan krisis air bersih bagi warga sekitar. Ia menegaskan, perusahaan besar yang mengambil sumber daya alam harus memerhatikan tanggung jawab sosial dan lingkungan.

Selain itu, Gubernur menekankan ketimpangan antara keuntungan besar perusahaan dan kondisi masyarakat yang kadang kesulitan mengakses air bersih. Menurutnya, keberadaan pabrik besar seharusnya menjadi kesempatan bagi masyarakat sekitar untuk merasakan manfaat, bukan justru merugikan mereka.

Kunjungan Dedi Mulyadi ke pabrik Aqua ini terekam dalam video yang diunggah di kanal YouTube @Kang Dedi Mulyadi Channel, yang kemudian viral di media sosial. Banyak warganet yang menyoroti fakta ini, mempertanyakan klaim pemasaran air mineral dari pegunungan dan meminta perusahaan untuk lebih transparan.

Sidak ini sekaligus menjadi pengingat bagi seluruh pihak terkait, bahwa pengelolaan sumber daya alam harus dilakukan secara bertanggung jawab. Dedi Mulyadi menekankan pentingnya regulasi yang tegas, agar perusahaan tidak hanya mengejar keuntungan, tetapi juga menjaga keseimbangan lingkungan dan kesejahteraan masyarakat.

Dengan temuan ini, publik kini lebih sadar bahwa klaim pemasaran suatu produk tidak selalu sejalan dengan fakta di lapangan. Sidak ini menjadi momentum bagi pemerintah daerah dan perusahaan untuk lebih transparan dan akuntabel dalam mengelola sumber daya alam.",Suaradotcom,FACEBOOK,7812,2896,13540,0.31%,636794109715023_1311328697693797,6.36794E+14,https://www.facebook.com/351371880356155/posts/1311328697693797
10/12/2025,"ENFANTS RICHES DÉPRIMÉS
PRINTEMPS/ÉTÉ 2026

CREATIVE DIRECTION & DESIGN
HENRI ALEXANDER LEVY
STYLING DAVID FRIEND
MUSIC NICHOLAS “AQUA” MCCARRELL
HAIR MIKE MARTINEZ
MAKEUP HOLLY SILIUS 
PHOTO RYLEY PASKAL
CASTING MDT
EDIT & VIDEO ROSS CONSTABLE ( TURBINE )
ERD TEAM
HENRY STAMBLER
OLIVE ROSE",enfantsrichesdeprimes,INSTAGRAM,12758,30,12788,2.14%,1.80822E+16,359930545,https://www.instagram.com/p/DPt3_esjiqc/
10/5/2025,"Up close with the all-new Maserati MCPura! 
Launched at ₹4.12 crore, this packs a 3.0L twin-turbo V6 with 630hp and does 0–100 in just 2.9 seconds! ??
That AI Aqua Rainbow finish literally shifts colors under the lights ??
Pure Italian art… built for speed and style!
officialmaseratiindia maserati 

#MaseratiIndia #MCPura #Maserati #GarimaAvtar",Garima Avtar,INSTAGRAM,12542,137,12679,2.62%,1.81146E+16,4954066033,https://www.instagram.com/p/DPb9mmGj8YI/
10/23/2025,"Duh Aqua! Tenaga Sopir Sepuh Hanya Seharga Setengah Tangki Solar, Angkut 3x Beban Standar

Bayangkan, seorang kakek sopir truk diupah cuma Rp125.000 untuk ngangkut 13 ton galon air mineral, padahal batas normalnya cuma 5 ton.

Tenaganya diperas tiga kali lipat, tapi upahnya bahkan tak cukup buat isi setengah tangki solar truk yang ia kendarai. Ironi paling murni di tengah galon-galon air yang katanya menyegarkan.

Kecelakaan maut di Subang yang libatkan 6 kendaraan dan tewaskan 3 orang ternyata dipicu truk tronton bermuatan air mineral Aqua yang rem blong.

Dalam sidak ke pabrik Aqua, Gubernur Jabar Dedi Mulyadi (KDM) nemuin fakta miris: truk yang dipakai ternyata keluaran 2010 dan tiap hari ngangkut beban 14 ton air mineral.

“Pantesan mobilnya udah 15 tahun. Mobil tua, tiap hari nanjak, bawa beban berat. Lolos rem, ya pasti,” kata KDM.

Yang bikin miris, sopir-sopir tua masih disuruh angkut 13 ton galon cuma dibayar Rp125 ribu/hari.
KDM pun menegur keras pihak perusahaan:

“Malu dong, perusahaan besar kerja sama dengan angkutan murah tapi berisiko tinggi.”

?? KDM juga minta semua transporter Aqua diganti agar sesuai standar keselamatan — biar nggak ada lagi nyawa melayang karena kelalaian.

 inilah_com",INDONESIA MENGAJI ID,INSTAGRAM,11646,880,12526,1.19%,1.83259E+16,5670664069,https://www.instagram.com/reel/DQJnhLwiTNE/
10/1/2025,"✨ Experience the Future of Living ✨
With over 30 years of expertise, takmeeldevelopment presents Divine Al Barari — a community where every promise is fulfilled.

??️ 291 residences across 17 floors
?? Surrounded by Dubai’s Green Spine with 270° views
??‍♀️ 32+ lifestyle amenities: wellness pools, aqua gym, yoga decks, sports courts, gardens & co-working lounges
?? Flexible 40/60 payment plan | Handover Q2 2028

From visionary leadership to immersive experiences, Divine Al Barari is complete living, crafted for generations.

#Takmeel #takmeeldevelopments #realestatedubai #realestate #dubai #uae #divinealbarari #barari #immobilierdubai #immobilier",1st French Influencer In Dubai ????,INSTAGRAM,12135,272,12407,1.58%,1.80736E+16,42546323,https://www.instagram.com/reel/DPRKA67iEYs/
10/23/2025,"The real gunung Aqua? ??

Seorang pendaki memperlihatkan gugusan gunung yang mirip dengan logo Aqua. Pemandangan itu adalah Gunung Sindoro dan Gunung Sumbing yang berada di Kabupaten Wonosobo, Jawa Tengah. Jika melihat ikatan historisnya, pendiri Aqua Tirto Utomo memang lahir di Wonosobo.

Jadi, benarkah ini pemandangan asli dari logo ikonik Aqua?

#gunung #gunungaqua #gunungsindoro #gunungsumbing",FYI Fact,INSTAGRAM,11778,614,12392,0.88%,1.85322E+16,3160886212,https://www.instagram.com/reel/DQJyZeGkuTl/
10/5/2025,"Mắm Aqua cute ????
Anime: Konosuba",Anime Fantasy - Anime Vietsub,FACEBOOK,7880,230,12190,1.78%,197449077421136_1240071234826256,1.97449E+14,https://www.facebook.com/reel/767316532953332/
10/7/2025,"ENFANTS RICHES DÉPRIMÉS
PRINTEMPS/ÉTÉ 2026

CREATIVE DIRECTION & DESIGN
HENRI ALEXANDER LEVY
STYLING DAVID FRIEND
MUSIC NICHOLAS “AQUA” MCCARRELL
HAIR MIKE MARTINEZ
MAKEUP HOLLY SILIUS 
PHOTO RYLEY PASKAL
CASTING MDT
EDIT & VIDEO ROSS CONSTABLE ( TURBINE )
ERD TEAM
HENRY STAMBLER
OLIVE ROSE",enfantsrichesdeprimes,INSTAGRAM,11911,65,11976,2.01%,1.79702E+16,359930545,https://www.instagram.com/p/DPhALtoDluK/
10/22/2025,"Зависимость номер одиннадцать ⬇️

Парфюмы!

У меня большая коллекция ароматов, и каждый день я уделяю много внимания тому, какой из них выбрать.

Многие запахи имеют свою историю и связаны с конкретными периодами в жизни, путешествиями, людьми или событиями. Запомнить какой-то момент с помощью запаха — это то, что я практикую уже много лет, создавая парфюмерные ассоциации. 

Знаю, что сейчас вы спросите про самый любимый аромат, но ответа на этот вопрос не существует — я не смогу выделить один. 

Поэтому, как человек, который привык все структурировать, подготовила список ??. Именно эти парфюмы сейчас стоят у меня в ванной комнате, именно из них я сейчас выбираю. 

?? Byredo Blanche
?? The Lover’s Tale Francesca Bianchi
?? Diorissimo Christian Dior
?? Maison Francis Kurkdjian Aqua Media Cologne Forte
?? Yves Saint Laurent Libre 
?? Portrait of a Lady Frederic Malle
?? Devotion Dolce Gabbana
?? Jo Malone Scarlet Poppy
?? X For Women Clive Christian
?? Hermes Eau Des Merveilles
?? Tilia Marc-Antoine Barrois
?? Boucheron Iris De Syracuse

❓А теперь — два вопроса! Назовите вашу главную зависимость и ваш любимый парфюм? Всё изучу! Вдруг в моей коллекции таких нет ??.",Вика Дмитриева,INSTAGRAM,11424,403,11827,0.97%,1.80619E+16,19277767,https://www.instagram.com/p/DQGb415iH6x/
10/23/2025,"Badan Perlindungan Konsumen Nasional (BPKN RI) mengambil langkah tegas dengan rencana memanggil jajaran direksi PT Tirta Investama, produsen air minum dalam kemasan (AMDK) merek Aqua. Langkah ini menyusul dugaan serius bahwa sumber air yang digunakan Aqua berasal dari sumur bor atau air tanah, bukan dari mata air pegunungan murni seperti yang selama ini gencar diklaim dalam iklan mereka.

Kabar ini dipastikan langsung oleh Ketua BPKN RI, Mufti Mubarok, yang menyatakan bahwa pihaknya tidak akan tinggal diam terhadap isu yang meresahkan konsumen ini. BPKN akan segera meminta pertanggungjawaban dan klarifikasi resmi dari pihak manajemen Aqua.

""Kami akan memanggil pihak manajemen dan Direktur PT Tirta Investama untuk meminta klarifikasi resmi terkait sumber air yang digunakan dalam produksi Aqua. BPKN juga akan mengirim tim investigasi langsung ke lokasi pabrik guna memverifikasi kebenaran informasi tersebut,"" ujar Ketua BPKN RI Mufti Mubarok dalam keterangannya di Jakarta, Kamis (23/10/2025).

Dugaan ini mencuat setelah adanya laporan publik dan hasil inspeksi di salah satu pabrik Aqua yang mengindikasikan penggunaan air tanah. Temuan ini sontak menjadi sorotan, mengingat citra merek Aqua selama puluhan tahun dibangun di atas slogan ""Air pegunungan yang murni dan alami,"" yang secara masif dipromosikan di berbagai media.

Mufti menegaskan, BPKN memiliki kewajiban untuk memastikan hak konsumen atas informasi yang benar, jelas, dan jujur tidak dilanggar, sesuai amanat Undang-Undang Nomor 8 Tahun 1999 tentang Perlindungan Konsumen. Jika klaim dalam iklan tidak sesuai dengan kenyataan di lapangan, hal tersebut dapat dikategorikan sebagai penyesatan informasi.

""Jika klaim di iklan berbeda dengan fakta di lapangan, maka itu termasuk pelanggaran prinsip kejujuran dalam beriklan. Konsumen berhak mengetahui asal bahan baku produk yang mereka konsumsi. BPKN akan menindaklanjuti ini secara transparan dan sesuai dengan ketentuan hukum,"" katanya sebagaimana dilansir kantor berita Antara.

BPKN RI tidak akan bekerja sendiri. Mufti menambahkan bahwa pihaknya akan menggandeng Badan Pengawas Obat dan Makanan (BPOM) serta Kementerian Perindustrian untuk melakukan pemeriksaan silang, terutama terkait izin sumber air dan pemenuhan standar mutu AMDK.

Meski mengambil langkah tegas, BPKN memastikan bahwa tindakan ini murni bertujuan untuk melindungi kepentingan konsumen dan menjaga kepercayaan publik, bukan untuk merusak reputasi perusahaan.

""Kami mengajak seluruh pelaku usaha untuk berkomitmen menjaga kejujuran dalam promosi dan pelabelan produk. Konsumen Indonesia berhak mendapatkan kebenaran, bukan sekadar citra,"" kata Mufti.

Sebagai langkah lanjut, BPKN RI mengimbau masyarakat agar lebih cermat dalam memilih air minum kemasan dan membaca label sumber air yang tertera pada kemasan. Jika terdapat dugaan pelanggaran atau ketidaksesuaian klaim produk, konsumen dapat melapor langsung melalui kanal resmi www.bpkn.go.id.",Suaradotcom,FACEBOOK,5950,3491,11765,0.27%,636794109715023_1312024074290926,6.36794E+14,https://www.facebook.com/351371880356155/posts/1312024074290926
